0.021428769	0	0.225
0.02140584	8.35722E-06	0.225
0.021337053	3.34289E-05	0.225
0.021222838	7.47864E-05	0.225
0.021063622	0.000130715	0.225
0.020860263	0.000199716	0.225
0.02061319	0.000279217	0.225
0.020323901	0.000367718	0.225
0.019993255	0.000464147	0.225
0.019622966	0.000568291	0.225
0.019214748	0.000679506	0.225
0.018769887	0.000796507	0.225
0.018290525	0.000917794	0.225
0.017778806	0.001042081	0.225
0.017236873	0.001168511	0.225
0.016667082	0.001296012	0.225
0.016071576	0.001423299	0.225
0.015453142	0.001548657	0.225
0.014814565	0.001670373	0.225
0.014158416	0.001787374	0.225
0.013487481	0.00189816	0.225
0.012804761	0.002001661	0.225
0.012112826	0.002096805	0.225
0.011415105	0.00218252	0.225
0.010714384	0.002258164	0.225
0.010013664	0.002322236	0.225
0.009315943	0.00237345	0.225
0.008624008	0.002410308	0.225
0.007941287	0.002431094	0.225
0.007270353	0.002434522	0.225
0.006614204	0.002420165	0.225
0.005975626	0.002387379	0.225
0.005357192	0.002336379	0.225
0.004761687	0.002268021	0.225
0.004191896	0.002183592	0.225
0.003649962	0.002084162	0.225
0.003138243	0.001970375	0.225
0.002658882	0.001844374	0.225
0.00221402	0.001707873	0.225
0.001805802	0.001560657	0.225
0.001435513	0.001401656	0.225
0.001104867	0.001232797	0.225
0.000815579	0.001057938	0.225
0.000568505	0.000882437	0.225
0.000365146	0.000707792	0.225
0.00020593	0.000533362	0.225
9.17151E-05	0.000354432	0.225
2.29288E-05	0.000176787	0.225
0	1.60716E-05	0.225
2.29288E-05	-0.000121287	0.225
9.17151E-05	-0.000236145	0.225
0.00020593	-0.000340717	0.225
0.000365146	-0.000441647	0.225
0.000568505	-0.000536148	0.225
0.000815579	-0.000624649	0.225
0.001104867	-0.000703078	0.225
0.001435513	-0.000767578	0.225
0.001805802	-0.000817936	0.225
0.00221402	-0.000855222	0.225
0.002658882	-0.000879865	0.225
0.003138243	-0.000892722	0.225
0.003649962	-0.00089508	0.225
0.004191896	-0.000888651	0.225
0.004761687	-0.000873865	0.225
0.005357192	-0.000851579	0.225
0.005975626	-0.000823936	0.225
0.006614204	-0.000792864	0.225
0.007270353	-0.000760078	0.225
0.007941287	-0.000726435	0.225
0.008624008	-0.000691935	0.225
0.009315943	-0.000656363	0.225
0.010013664	-0.000619506	0.225
0.010714384	-0.000581362	0.225
0.011415105	-0.000541934	0.225
0.012112826	-0.000501433	0.225
0.012804761	-0.000460504	0.225
0.013487481	-0.000419575	0.225
0.014158416	-0.000379718	0.225
0.014814565	-0.000342003	0.225
0.015453142	-0.000306431	0.225
0.016071576	-0.000273645	0.225
0.016667082	-0.000243431	0.225
0.017236873	-0.000215573	0.225
0.017778806	-0.000189859	0.225
0.018290525	-0.000166073	0.225
0.018769887	-0.00014443	0.225
0.019214748	-0.00012493	0.225
0.019622966	-0.000107572	0.225
0.019993255	-9.2358E-05	0.225
0.020323901	-7.80007E-05	0.225
0.02061319	-6.36434E-05	0.225
0.020860263	-4.86433E-05	0.225
0.021063622	-3.34289E-05	0.225
0.021222838	-1.97145E-05	0.225
0.021337053	-9.00008E-06	0.225
0.02140584	-2.35716E-06	0.225
0.021428769	0	0.225
