AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 86.4 percent thick airfoil, and was interpolated between the airfoil data in the files NACA6_1000.dat and NACA6_0240.dat.
  1           Number of airfoil tables in this file
 8.000         Table ID parameter Reynolds number in millions
0      Control Setting (integer)
25.0000  Stall angle (deg)
-1.9782  Zero Cn angle of attack (deg)
1.7518   Cn slope for zero lift (dimensionless)
0.8249   Cn extrapolated to value at positive stall angle of attack
-0.2207  Cn at stall value for negative angle of attack
-1.0000  Angle of attack for minimum CD (deg)
0.5758   Minimum CD value
-180.000    0.0000    0.5765    -2.6421
-170.000    0.0727    0.5765    -2.6421
-160.000    0.1455    0.5865    -2.6421
-150.000    0.1715    0.6174    -2.6421
-140.000    0.1402    0.6554    -2.6421
-130.000    0.1144    0.6961    -2.6421
-120.000    0.0878    0.7348    -2.6421
-110.000    0.0589    0.7670    -2.6421
-100.000    0.0289    0.7890    -2.6421
-90.000    0.0000    0.7984    -2.6421
-80.000    -0.0289    0.7890    -2.6421
-70.000    -0.0589    0.7670    -2.6421
-60.000    -0.0878    0.7348    -2.6421
-50.000    -0.1144    0.6961    -2.6421
-40.000    -0.1402    0.6554    -2.6421
-30.000    -0.1715    0.6174    -2.6421
-20.000    -0.1503    0.5939    -2.6421
-10.000    -0.1223    0.5772    -2.9191
-9.000    -0.1172    0.5767    -2.8738
-8.000    -0.1072    0.5765    -2.8237
-5.000    -0.0498    0.5762    -2.6788
-4.000    -0.0287    0.5761    -2.6447
-3.000    -0.0071    0.5760    -2.6217
-2.000    0.0146    0.5759    -2.6265
-1.000    0.0366    0.5758    -2.6418
0.000    0.0588    0.5758    -2.6582
1.000    0.0806    0.5758    -2.6747
2.000    0.1019    0.5758    -2.6912
3.000    0.1229    0.5759    -2.7082
4.000    0.1424    0.5761    -2.7238
6.000    0.1765    0.5764    -2.7594
7.000    0.1903    0.5765    -2.7828
8.000    0.2007    0.5767    -2.8120
9.000    0.2064    0.5772    -2.8389
11.000    0.2172    0.5785    -2.8998
12.000    0.2241    0.5793    -2.9500
13.000    0.2312    0.5802    -3.0035
15.000    0.2438    0.5823    -3.1186
16.000    0.2491    0.5836    -3.1799
17.000    0.2546    0.5849    -3.2469
18.000    0.2582    0.5865    -3.3095
19.000    0.2624    0.5882    -3.3777
20.000    0.2652    0.5901    -3.4441
22.000    0.2683    0.5945    -3.5738
25.000    0.2704    0.6015    -3.7758
26.000    0.2702    0.6039    -3.8370
30.000    0.2450    0.6174    -3.5690
40.000    0.2003    0.6554    -2.6421
50.000    0.1634    0.6961    -2.6421
60.000    0.1254    0.7348    -2.6421
70.000    0.0842    0.7670    -2.6421
80.000    0.0413    0.7890    -2.6421
90.000    0.0000    0.7984    -2.6421
100.000    -0.0289    0.7890    -2.6421
110.000    -0.0589    0.7670    -2.6421
120.000    -0.0878    0.7348    -2.6421
130.000    -0.1144    0.6961    -2.6421
140.000    -0.1402    0.6554    -2.6421
150.000    -0.1715    0.6174    -2.6421
160.000    -0.1455    0.5865    -2.6421
170.000    -0.0727    0.5765    -2.6421
180.000    0.0000    0.5765    -2.6421
EOT 
